colYear,colMonth,DayOfMonths,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2004,10,25,1,1416,1410,1736,1736,UA,368,N338UA,140,146,125,0,6,SJC,DEN,948,5,10,0,,0,0,0,7,0,34
2004,12,14,2,1642,1640,1923,1918,DL,673,N973DL,161,158,127,5,2,CVG,MIA,948,8,26,0,,0,0,0,0,0,0
1987,11,23,1,1523,1510,1746,1744,EA,169,,143,154,0,2,13,LGA,MCO,950,0,0,0,,0,0,0,0,0,0
1993,6,19,6,757,800,1011,1045,TW,133,,134,165,0,-34,-3,LGA,MCO,950,0,0,0,,0,0,0,0,0,0
1994,8,28,7,1304,1304,1554,1543,US,2202,,170,159,0,11,0,MCO,LGA,950,0,0,0,,0,0,0,0,0,0
1998,11,3,2,1847,1850,2125,2139,DL,895,N924DL,158,169,134,-14,-3,LGA,MCO,950,5,19,0,,0,0,0,0,0,0
1998,12,11,5,1049,1030,1303,1258,DL,344,N628DL,134,148,115,5,19,MCO,LGA,950,9,10,0,,0,0,0,0,0,0
1999,12,3,5,831,835,1103,1128,US,2106,N819US,152,173,130,-25,-4,LGA,MCO,950,4,18,0,,0,4,0,4,0,10
2002,1,24,4,1004,1005,1232,1234,DL,344,-N629D,148,149,119,-2,-1,MCO,LGA,950,16,13,0,,0,0,0,0,0,0
2002,1,31,4,2011,1955,2229,2222,DL,2124,-N130D,138,147,117,7,16,MCO,LGA,950,11,10,0,,0,0,0,0,0,0
2003,12,19,5,1436,1425,1615,1616,US,1097,N589US,159,171,141,-1,11,DCA,MCI,950,3,15,0,,0,0,0,0,0,0
2005,12,11,7,829,815,1140,1057,DL,1991,N6701,191,162,153,43,14,LGA,MCO,950,9,29,0,,0,0,0,0,18,27
2007,12,18,2,1432,1435,1728,1731,DL,1223,N984DL,176,176,139,-3,-3,LGA,MCO,950,4,33,0,,0,0,0,0,0,0
1999,2,13,6,1145,1005,1425,1249,US,1930,N804US,160,164,150,96,100,PHL,PBI,951,3,7,0,,0,15,0,1,0,0
2006,3,27,1,1514,1510,1745,1742,US,574,N171UW,151,152,136,3,4,PBI,PHL,951,3,12,0,,0,60,0,0,0,0
2002,9,24,2,1332,1340,1554,1615,US,1570,N737UW,142,155,124,-21,-8,PBI,PIT,952,5,13,0,,0,0,0,66,0,0
2008,5,10,6,535,540,802,806,YV,2816,N924FJ,147,146,124,-4,-5,EUG,PHX,952,7,16,0,,0,6,0,2,0,31
1989,12,18,1,2017,2015,2237,2158,UA,1591,,200,163,0,39,2,IAD,MSY,954,0,0,0,,0,0,0,0,0,0
1989,12,31,7,840,840,1102,1115,AS,219,,142,155,0,-13,0,LAX,SEA,954,0,0,0,,0,0,0,0,0,0
1994,4,10,7,1540,1530,1827,1804,AS,191,,167,154,0,23,10,LAX,SEA,954,0,0,0,,0,0,35,9,0,0
1995,8,9,3,2140,2115,2347,2326,AS,277,N969AS,127,131,110,21,25,LAX,SEA,954,2,15,0,,0,0,0,0,0,0
1997,9,3,3,653,655,921,926,UA,1250,N343UA,148,151,123,-5,-2,LAX,SEA,954,7,18,0,,0,0,0,0,0,0
2000,3,8,3,1045,1011,1330,1238,AS,474,N794AS,165,147,140,52,34,SEA,LAX,954,10,15,0,,0,0,0,6,0,31
2000,4,27,4,1713,1620,1938,1856,AS,483,N785AS,145,156,128,42,53,LAX,SEA,954,5,12,0,,0,0,0,0,0,0
2007,8,9,4,2044,2045,2311,2319,AS,527,N623AS,147,154,123,-8,-1,LAX,SEA,954,6,18,0,,0,0,0,0,0,0
1996,4,14,7,908,850,1132,1143,US,2198,N820US,144,173,135,-11,18,PHL,SRQ,956,2,7,0,,0,0,0,5,0,30
1996,12,20,5,700,700,838,840,CO,1755,N14889,158,160,134,-2,0,PBI,IAH,956,8,16,0,,0,4,0,0,0,94
1990,12,8,6,1845,1850,2108,2129,NW,430,,143,159,0,-21,-5,DTW,MCO,957,0,0,0,,0,0,0,0,0,0
1991,5,26,7,1247,1250,1514,1535,NW,439,,147,165,0,-21,-3,MCO,DTW,957,0,0,0,,0,0,0,0,0,0
1992,12,21,1,2054,2048,2237,2220,UA,673,,163,152,0,17,6,DEN,OAK,957,0,0,0,,0,0,0,0,0,0
1995,8,22,2,1959,1955,2124,2125,UA,1489,N335UA,145,150,124,-1,4,DEN,OAK,957,5,16,0,,0,0,0,0,0,0
1995,8,20,7,1812,1812,2148,2139,TW,290,N411EA,156,147,135,9,0,STL,BDL,957,6,15,0,,0,0,0,0,0,0
1997,1,17,5,2019,2015,2142,2150,UA,1643,N912UA,143,155,127,-8,4,DEN,OAK,957,5,11,0,,0,0,0,0,0,0
1998,3,20,5,2222,2105,233,2343,NW,1758,N514US,251,158,120,170,77,DTW,MCO,957,8,123,0,,0,0,0,0,0,0
1998,10,30,5,1141,1144,1304,1340,TW,615,N995Z,143,176,129,-36,-3,BDL,STL,957,8,6,0,,0,0,0,0,0,0
2000,10,23,1,1004,1006,1400,1332,TW,286,N984TW,176,146,125,28,-2,STL,BDL,957,3,48,0,,0,0,0,20,0,0
2002,6,11,2,1213,1206,1448,1434,NW,438,N529US,155,148,134,14,7,DTW,MCO,957,5,16,0,,0,0,0,0,0,0
2000,5,6,6,1624,1630,1753,1814,DL,981,N381DL,149,164,130,-21,-6,CVG,AUS,958,5,14,0,,0,0,0,0,0,0
1999,11,12,5,612,620,804,815,NW,261,N321US,172,175,147,-11,-8,LGA,MEM,963,3,22,0,,0,0,0,0,0,0
1989,8,27,7,735,730,854,902,PA (1),511,,139,152,0,-8,5,MIA,IAH,964,0,0,0,,0,0,0,0,0,0
1991,7,16,2,1915,1910,2242,2242,CO,104,,147,152,0,0,5,IAH,MIA,964,0,0,0,,0,0,0,0,0,0
1993,10,1,5,707,655,848,844,UA,1225,,161,169,0,4,12,MIA,IAH,964,0,0,0,,0,0,0,0,0,0
1996,7,24,3,1502,1500,1626,1636,CO,1527,N14890,144,156,125,-10,2,MIA,IAH,964,6,13,0,,0,0,0,0,0,0
1996,11,18,1,1135,1135,1328,1331,AA,1107,N512AA,173,176,143,-3,0,MIA,IAH,964,10,20,0,,0,0,0,0,0,0
1998,1,22,4,1812,0,2138,0,AA,1124,N871AA,146,129,122,14,-3,IAH,MIA,964,7,17,0,,0,0,0,0,0,0
2007,7,24,2,1555,1525,1728,1700,AA,685,N3DCAA,153,155,136,28,30,MIA,IAH,964,5,12,0,,0,0,0,0,0,0
2008,6,19,4,1410,1410,1742,1750,CO,1790,N14334,152,160,125,-8,0,IAH,MIA,964,9,18,0,,0,0,0,0,0,0
1996,2,11,7,706,710,845,855,CO,1857,N18622,159,165,141,-10,-4,FLL,IAH,965,5,13,0,,0,103,0,0,0,0
2000,5,25,4,1901,1900,2236,2231,CO,1858,N69803,155,151,124,5,1,IAH,FLL,965,4,27,0,,0,0,0,0,0,0
2002,7,28,7,1552,1540,1924,1914,CO,1936,N72405,152,154,128,10,12,IAH,FLL,965,3,21,0,,0,0,0,40,0,0
2008,7,14,1,1521,1522,1704,1700,CO,149,N17328,163,158,136,4,-1,FLL,IAH,965,10,17,0,,0,0,0,0,0,0
1997,7,26,6,1418,1230,1634,1455,US,2341,N806US,136,145,123,99,108,PIT,RSW,966,3,10,0,,0,0,0,0,0,0
2002,5,12,7,2144,2055,17,2324,US,977,N187UW,153,149,128,53,49,PIT,RSW,966,3,22,0,,0,0,0,0,0,0
1988,3,17,4,1813,1815,2132,2129,UA,304,,139,134,0,3,-2,SFO,DEN,967,0,0,0,,0,0,0,0,0,0
1989,6,13,2,927,925,1251,1247,UA,552,,144,142,0,4,2,SFO,DEN,967,0,0,0,,0,0,0,0,0,0
1991,12,16,1,929,930,1111,1116,UA,315,,162,166,0,-5,-1,DEN,SFO,967,0,0,0,,0,0,0,0,0,0
1992,4,11,6,1159,1159,1350,1345,CO,713,,171,166,0,5,0,DEN,SFO,967,0,0,0,,0,0,0,0,0,0
1998,1,20,2,1115,1115,1436,1441,UA,354,N535UA,141,146,117,-5,0,SFO,DEN,967,5,19,0,,0,0,0,0,0,0
1999,10,17,7,1353,1350,1719,1718,UA,1586,N196UA,146,148,117,1,3,SFO,DEN,967,7,22,0,,0,0,0,0,0,0
2000,12,15,5,1316,1310,1642,1630,WN,2178,N623,146,140,124,12,6,MCI,BWI,967,2,20,0,,0,0,0,0,0,0
2006,1,23,1,1825,1830,2154,2151,UA,482,N526UA,149,141,127,3,-5,SFO,DEN,967,6,16,0,,0,0,0,0,0,0
2006,2,21,2,828,825,959,1005,F9,653,N920FR,151,160,134,-6,3,DEN,SFO,967,7,10,0,,0,0,0,0,0,0
2007,2,2,5,1940,1937,2103,2113,UA,761,N551UA,143,156,125,-10,3,DEN,SFO,967,4,14,0,,0,0,0,0,0,0
1998,8,30,7,847,855,1024,1028,US,1683,N339US,157,153,134,-4,-8,DCA,MSY,969,3,20,0,,0,0,0,0,0,0
1998,2,7,6,655,700,940,940,DL,2549,N327DL,165,160,144,0,-5,ISP,MCO,972,3,18,0,,0,0,0,0,0,0
2000,9,8,5,1112,1120,1356,1405,DL,2395,N307DL,164,165,141,-9,-8,ISP,MCO,972,4,19,0,,0,0,0,0,0,0
2007,12,18,2,1633,1625,1904,1905,B6,596,N528JB,151,160,134,-1,8,MCO,HPN,972,6,11,0,,0,0,0,0,0,0
2006,12,15,5,731,625,932,830,XE,2799,N14516,181,185,156,62,66,CRW,IAH,975,6,19,0,,0,0,0,0,0,0
2007,6,6,3,1249,1257,1541,1536,AS,493,N775AS,172,159,155,5,-8,SNA,SEA,978,5,12,0,,0,0,0,0,0,0
2007,9,29,6,900,825,1128,1100,AA,1199,N435AA,148,155,123,28,35,ORD,AUS,978,5,20,0,,0,0,0,0,0,0
2008,12,19,5,1858,1900,2132,2136,AS,516,N609AS,154,156,125,-4,-2,SEA,SNA,978,5,24,0,,0,0,0,0,0,0
1994,2,18,5,1907,1910,2033,2045,TW,391,,146,155,0,-12,-3,RSW,STL,979,0,0,0,,0,0,0,0,0,0
1995,2,17,5,1045,1045,1430,1414,TW,554,N54345,165,149,141,16,0,STL,RSW,979,2,22,0,,0,0,0,0,0,0
1996,9,23,1,1041,1000,1430,1328,TW,554,N924L,169,148,125,62,41,STL,RSW,979,4,40,0,,0,0,0,0,0,0
1988,6,20,1,755,750,1115,1120,NW,680,,140,150,0,-5,5,MSP,PHL,980,0,0,0,,0,3,0,0,0,13
1993,4,30,5,1938,1940,2128,2122,NW,629,,170,162,0,6,-2,MSP,ABQ,981,0,0,0,,0,0,0,0,0,0
2003,4,3,4,1906,1835,2259,2159,NW,1230,N349NB,173,144,119,60,31,MSP,RDU,981,4,50,0,,0,0,0,0,0,0
1990,6,19,2,1319,1306,1735,1733,HP,500,,136,147,0,2,13,PHX,LNK,983,0,0,0,,0,0,0,0,0,0
1998,5,19,2,1723,1725,2014,2007,NW,487,N767NC,171,162,149,7,-2,TPA,DTW,983,9,13,0,,0,0,0,0,0,0
1991,7,16,2,939,939,1311,1315,DL,778,,152,156,0,-4,0,DFW,MCO,984,0,0,0,,0,0,0,0,0,0
1994,9,2,5,2102,2052,23,20,DL,844,,141,148,0,3,10,DFW,MCO,984,0,0,0,,0,0,0,0,0,0
1995,3,5,7,1410,0,1620,0,AA,1835,N525AA,190,186,143,4,0,MCO,DFW,984,29,18,0,,0,0,0,0,0,0
1995,4,21,5,637,639,953,1000,DL,636,N973DL,136,141,120,-7,-2,DFW,MCO,984,4,12,0,,0,0,0,0,0,0
1999,8,19,4,2021,2024,2258,2252,CO,450,N19623,157,148,131,6,-3,IAH,MKE,984,5,21,0,,0,0,0,0,0,0
2001,3,4,7,1955,1950,2320,2315,DL,669,-N123D,145,145,114,5,5,DFW,MCO,984,6,25,0,,0,0,0,0,0,0
2003,10,29,3,1708,1715,1852,1856,AA,2467,N3CRAA,164,161,144,-4,-7,MCO,DFW,984,9,11,0,,0,0,0,0,0,0
2005,2,17,4,922,925,1233,1248,AA,1104,N5FCAA,131,143,112,-15,-3,DFW,MCO,984,5,14,0,,0,0,0,0,0,0
2007,6,30,6,2052,1955,2220,2130,AA,459,N492AA,148,155,131,50,57,MCO,DFW,984,7,10,0,,0,0,0,0,0,0
1999,5,31,1,1325,1325,1707,1702,CO,1860,N43537,162,157,128,5,0,IAH,GSO,986,4,30,0,,0,0,0,0,0,0
2001,4,14,6,1314,1315,1629,1651,CO,1494,N76354,135,156,119,-22,-1,IAH,CMH,986,3,13,0,,0,0,0,0,0,0
2003,12,16,2,1853,1857,2208,2236,CO,1492,N14337,135,159,113,-28,-4,IAH,CMH,986,6,16,0,,0,0,0,0,0,0
1997,11,21,5,751,747,946,950,AA,1139,N514AA,175,183,160,-4,4,DTW,DFW,987,6,9,0,,0,0,0,0,0,0
2007,11,29,4,1548,1555,1822,1830,AS,478,N306AS,154,155,137,-8,-7,SEA,PSP,987,4,13,0,,0,0,0,0,0,0
1991,1,14,1,1307,1203,1447,1340,DL,1843,,160,157,0,67,64,DFW,SLC,988,0,0,0,,0,0,0,0,0,0
1996,2,21,3,925,855,1234,1226,DL,306,N139DL,129,151,112,8,30,SLC,DFW,988,5,12,0,,0,0,0,0,0,0
1997,11,15,6,1914,1910,2109,2058,DL,383,N631DL,175,168,153,11,4,DFW,SLC,988,6,16,0,,0,0,0,0,0,0
2004,4,20,2,1742,1745,1943,1930,DL,1453,N308WA,181,165,147,13,-3,DFW,SLC,988,5,29,0,,0,0,0,0,0,0
2005,4,16,6,839,845,1036,1029,DL,1810,N901DA,177,164,136,7,-6,DFW,SLC,988,22,19,0,,0,0,0,0,0,0
2008,2,8,5,2014,1845,2337,2215,WN,2629,N411WN,143,150,130,82,89,MDW,MCO,989,6,7,0,,0,0,0,0,0,0
1995,7,11,2,932,935,1119,1122,NW,671,N985US,167,167,142,-3,-3,MSP,SLC,991,5,20,0,,0,0,0,0,0,0
2005,10,20,4,1717,1720,1857,1917,NW,673,N319NB,160,177,143,-20,-3,MSP,SLC,991,4,13,0,,0,0,0,0,0,0
1992,10,23,5,1449,1450,1626,1633,UA,1429,,157,163,0,-7,-1,DEN,PDX,992,0,0,0,,0,0,0,0,0,0
1999,9,1,3,754,800,1028,1037,US,1487,N442US,154,157,142,-9,-6,PHL,RSW,992,2,10,0,,0,0,0,0,0,0
2006,1,28,6,1824,1835,2053,2119,US,3,N627AU,149,164,130,-26,-11,PHL,FLL,992,4,15,0,,0,0,0,0,0,0
1991,12,13,5,815,810,943,950,WN,722,,148,160,0,-7,5,ELP,SFO,993,0,0,0,,0,0,0,0,0,0
1999,7,13,2,1953,1945,2315,2315,WN,647,N675,142,150,133,0,8,AUS,MCO,993,2,7,0,,0,0,0,0,0,0
2007,2,8,4,1727,1735,2001,2016,US,1512,N427US,154,161,144,-15,-8,FLL,PIT,994,5,5,0,,0,0,0,0,0,0
1991,2,24,7,2041,2042,2206,2216,UA,927,,145,154,0,-10,-1,DEN,EUG,997,0,0,0,,0,0,0,0,0,0
1993,9,28,2,618,620,932,939,UA,306,,134,139,0,-7,-2,EUG,DEN,997,0,0,0,,0,0,0,0,0,0
1996,9,17,2,1627,1630,1947,2001,US,2342,N857US,140,151,128,-14,-3,MSY,BWI,998,5,7,0,,0,0,0,0,0,0
2002,2,26,2,619,624,832,827,AA,1899,N2AJA1,193,183,176,5,-5,GSO,DFW,999,10,7,0,,0,0,0,0,0,0
2006,5,18,4,553,600,738,751,MQ,3564,N664MS,165,171,142,-13,-7,GSO,DFW,999,17,6,0,,0,45,0,7,0,0
2005,10,30,7,1502,1510,1651,1700,OO,3793,N464SW,169,170,153,-9,-8,XNA,SLC,1004,4,12,0,,0,0,0,0,0,0
1989,3,10,5,1325,1325,1625,1559,PA (1),518,,180,154,0,26,0,TPA,JFK,1005,0,0,0,,0,0,0,0,0,0
1992,11,14,6,938,938,1115,1114,AA,1915,,157,156,0,1,0,MCO,ORD,1005,0,0,0,,0,0,0,0,0,15
1993,10,28,4,1418,1420,1605,1601,DL,176,,167,161,0,4,-2,MCO,ORD,1005,0,0,0,,0,19,0,16,0,0
1995,2,25,6,1142,1142,1322,1332,AA,247,N223AA,160,170,144,-10,0,MCO,ORD,1005,6,10,0,,0,0,0,0,0,0
1998,9,10,4,802,800,1145,1130,UA,1056,N665UA,163,150,123,15,2,ORD,MCO,1005,5,35,0,,0,0,0,0,0,0
2002,11,6,3,1741,1747,2106,2121,AA,1523,N537AA,145,154,126,-15,-6,ORD,MCO,1005,5,14,0,,0,0,0,0,0,0
2003,6,15,7,1124,1129,1254,1305,AA,2074,N624AA,150,156,133,-11,-5,MCO,ORD,1005,7,10,0,,0,0,0,0,0,0
2006,11,11,6,2050,1935,23,2310,AA,1582,N5CAAA,153,155,122,73,75,ORD,MCO,1005,6,25,0,,0,0,0,0,0,0
2007,10,22,1,1211,1215,1446,1447,DL,80,N3771K,155,152,133,-1,-4,TPA,JFK,1005,8,14,0,,0,0,0,0,0,0
2007,11,27,2,1856,1905,2204,2249,DL,1287,N905DE,188,224,150,-45,-9,JFK,TPA,1005,3,35,0,,0,0,0,0,0,0
2008,8,15,5,1349,1240,1627,1525,9E,4726,80399E,158,165,137,62,69,IND,FLL,1005,2,19,0,,0,0,0,0,0,0
2006,7,5,3,1616,800,1937,1137,UA,774,N434UA,141,157,123,480,496,EGE,ORD,1007,7,11,0,,0,0,0,0,0,0
1994,9,8,4,1437,1440,1802,1812,NW,1502,,145,152,0,-10,-3,MSP,EWR,1008,0,0,0,,0,0,0,0,0,0
1995,12,18,1,1813,1815,2129,2150,NW,114,N350NW,136,155,114,-21,-2,MSP,EWR,1008,10,12,0,,0,6,0,0,0,43
1998,6,17,3,2030,1745,56,1956,NW,773,N514US,326,191,138,300,165,EWR,MSP,1008,14,174,0,,0,0,0,0,0,0
2000,12,5,2,1335,1340,1531,1543,NW,769,N926RC,176,183,154,-12,-5,EWR,MSP,1008,8,14,0,,0,0,0,0,0,0
2006,8,18,5,1812,1734,2030,1944,NW,1275,N331NW,198,190,149,46,38,EWR,MSP,1008,5,44,0,,0,0,0,0,0,0
2006,10,16,1,1732,1739,2001,1943,NW,1233,N357NW,209,184,173,18,-7,EWR,MSP,1008,13,23,0,,0,0,0,0,0,0
1989,12,15,5,755,750,1119,1115,HP,1292,,144,145,0,4,5,PDX,PHX,1009,0,0,0,,0,0,0,0,0,0
1990,4,12,4,1840,1840,2130,2125,AS,611,,170,165,0,5,0,PHX,PDX,1009,0,0,0,,0,0,0,0,0,0
1993,12,18,6,1215,1220,1542,1541,UA,1860,,147,141,0,1,-5,HDN,ORD,1009,0,0,0,,0,0,0,0,0,0
1996,1,23,2,1304,1305,1616,1630,CO,1964,N16807,132,145,118,-14,-1,PHX,IAH,1009,4,10,0,,0,0,0,0,0,0
2001,10,9,2,1144,1147,1221,1228,CO,1721,N14816,157,161,134,-7,-3,IAH,PHX,1009,5,18,0,,0,0,0,0,0,0
2002,12,15,7,1416,1419,1739,1745,HP,467,N810AW,143,146,129,-6,-3,PDX,PHX,1009,3,11,0,,0,0,0,0,0,0
2004,5,8,6,857,900,940,946,CO,1649,N73270,163,166,134,-6,-3,IAH,PHX,1009,13,16,0,,0,0,0,0,0,0
2005,11,1,2,1420,1422,1615,1612,HP,790,N651AW,175,170,148,3,-2,PHX,PDX,1009,6,21,0,,0,0,0,0,0,0
2006,4,29,6,859,857,1329,1343,US,274,N331AW,150,166,122,-14,2,PHX,IAH,1009,5,23,0,,0,0,0,0,0,0
2006,9,1,5,653,703,939,935,AS,766,N624AS,166,152,135,4,-10,PDX,PHX,1009,14,17,0,,0,0,0,0,0,0
2006,11,9,4,1739,1740,1924,1932,US,188,N832AW,165,172,144,-8,-1,IAH,PHX,1009,10,11,0,,0,0,0,0,0,0
2007,9,24,1,633,630,856,905,WN,1426,N741SA,143,155,129,-9,3,PDX,PHX,1009,6,8,0,,0,0,0,0,0,0
2008,3,10,1,1846,1655,2124,1942,US,92,N637AW,158,167,141,102,111,PHX,PDX,1009,4,13,0,,0,0,0,0,0,0
1992,1,30,4,1718,1720,2012,2010,DL,329,,174,170,0,2,-2,LGA,TPA,1011,0,0,0,,0,0,0,15,0,0
1999,3,8,1,1819,1825,2102,2110,DL,2346,N301DL,163,165,142,-8,-6,MCO,BUF,1011,6,15,0,,0,0,0,0,0,0
2005,4,3,7,1459,1500,1742,1737,DL,2048,N6714Q,163,157,135,5,-1,TPA,LGA,1011,8,20,0,,0,0,0,0,0,0
2005,8,23,2,819,825,1131,1122,AA,1005,N487AA,192,177,142,9,-6,LGA,TPA,1011,5,45,0,,0,15,0,6,0,21
2005,10,13,4,820,825,1126,1122,AA,1005,N259AA,186,177,146,4,-5,LGA,TPA,1011,3,37,0,,0,0,0,0,0,0
2006,5,26,5,1813,1810,2117,2100,DL,1078,N6713Y,184,170,158,17,3,TPA,LGA,1011,14,12,0,,0,0,0,0,0,0
1995,4,6,4,913,915,1041,1054,AA,1875,N232AA,148,159,130,-13,-2,TPA,ORD,1012,5,13,0,,0,12,0,19,0,84
2000,5,3,3,1030,1034,1354,1401,UA,324,N587UA,144,147,123,-7,-4,ORD,TPA,1012,4,17,0,,0,0,0,0,0,0
1997,1,6,1,1351,0,1626,0,AA,2126,N885AA,155,161,129,10,16,MIA,PHL,1013,5,21,0,,0,0,0,0,0,0
1997,9,14,7,1734,1735,2022,2032,US,221,N286AU,168,177,145,-10,-1,PHL,MIA,1013,7,16,0,,0,103,0,0,0,0
1999,10,12,2,1359,1400,1716,1734,NW,1254,N921RW,137,154,125,-18,-1,MSO,MSP,1013,3,9,0,,0,0,0,0,0,0
2005,10,12,3,1034,1030,1351,1358,OO,6656,N756SK,137,148,120,-7,4,DEN,BNA,1013,4,13,0,,0,0,0,0,0,101
2008,3,18,2,755,745,1136,1129,OO,5876,N732SK,161,164,136,7,10,ASE,ORD,1013,4,21,0,,0,0,0,0,0,0
1991,4,2,2,1822,1820,2017,2012,NW,511,,175,172,0,5,2,LGA,MSP,1020,0,0,0,,0,0,0,0,0,0
1995,3,12,7,1855,1850,2034,2040,NW,109,N317US,159,170,139,-6,5,LGA,MSP,1020,5,15,0,,0,0,0,0,0,0
1998,6,3,3,1813,1805,2228,2230,WN,983,N81,135,145,125,-2,8,PHX,HOU,1020,4,6,0,,0,40,0,0,0,0
2004,2,21,6,1850,1645,2207,2010,WN,1473,N507,137,145,125,117,125,PHX,HOU,1020,2,10,0,,0,0,0,0,0,0
2005,10,20,4,1925,1810,2344,2235,WN,637,N505,139,145,119,69,75,PHX,HOU,1020,3,17,0,,0,0,0,0,0,0
2008,7,16,3,1917,1855,2345,2325,WN,1997,N523SW,148,150,134,20,22,PHX,HOU,1020,4,10,0,,0,0,0,0,0,0
1991,10,14,1,813,815,1155,1155,AA,724,,162,160,0,0,-2,DFW,CLE,1021,0,0,0,,0,0,0,0,0,0
1993,2,1,1,1700,1700,1848,1854,NW,629,,168,174,0,-6,0,HPN,MSP,1021,0,0,0,,0,0,0,0,0,0
1996,12,26,4,1728,1717,2052,2059,AA,544,N215AA,144,162,121,-7,11,DFW,CLE,1021,7,16,0,,0,14,0,24,0,28
2007,3,3,6,1920,1659,2105,1914,9E,4753,87949E,165,195,146,111,141,HPN,MSP,1021,7,12,0,,0,0,0,0,0,0
2007,11,23,5,1758,1805,2115,2140,MQ,3531,N504AE,137,155,116,-25,-7,DFW,CLE,1021,7,14,0,,0,0,0,0,0,0
1990,5,21,1,1249,1250,1526,1536,NW,1133,,157,166,0,-10,-1,SRQ,DTW,1023,0,0,0,,0,0,0,0,0,0
1990,5,23,3,650,650,1020,1026,CO,154,,150,156,0,-6,0,SEA,DEN,1024,0,0,0,,0,0,0,0,0,0
1990,9,25,2,950,950,1249,1245,CO,606,,179,175,0,4,0,PBI,EWR,1024,0,0,0,,0,0,0,0,0,47
1993,3,11,4,1914,1915,2330,2242,UA,338,,196,147,0,48,-1,SEA,DEN,1024,0,0,0,,0,0,0,0,0,0
1998,8,11,2,1547,1530,1738,1705,UA,1289,N514UA,171,155,135,33,17,DEN,SEA,1024,4,32,0,,0,0,10,0,0,75
1999,1,11,1,1844,1845,2040,2040,UA,1831,N348UA,176,175,151,0,-1,DEN,SEA,1024,7,18,0,,0,0,0,0,0,0
1999,3,23,2,1523,1530,1814,1820,CO,1090,N937MC,171,170,154,-6,-7,PBI,EWR,1024,9,8,0,,0,0,0,0,0,0
2000,3,2,4,713,715,945,957,CO,1082,N14231,152,162,131,-12,-2,PBI,EWR,1024,10,11,0,,0,0,0,0,0,0
2006,6,15,4,1236,1230,1510,1534,CO,1855,N14334,154,184,137,-24,6,PBI,EWR,1024,6,11,0,,0,0,0,0,0,0
1998,3,14,6,859,900,1142,1140,CO,429,N58545,163,160,134,2,-1,CLE,RSW,1025,3,26,0,,0,0,0,0,0,0
2001,8,30,4,1338,1345,1630,1638,DL,1703,-N912D,172,173,150,-8,-7,PWM,ATL,1027,13,9,0,,0,0,0,0,0,0
2003,4,21,1,1301,1305,1539,1545,DL,2450,N67171,158,160,125,-6,-4,PBI,JFK,1028,5,28,0,,0,0,0,0,0,0
2003,11,23,7,1144,1150,1423,1425,B6,74,N579JB,159,155,136,-2,-6,PBI,JFK,1028,8,15,0,,0,0,0,0,0,0
2004,12,3,5,1052,1040,1311,1315,B6,622,N570JB,139,155,125,-4,12,PBI,JFK,1028,3,11,0,,0,0,0,0,0,0
2005,10,12,3,1752,1630,2040,1910,B6,76,N521JB,168,160,132,90,82,PBI,JFK,1028,17,19,0,,0,0,0,0,0,0
2006,2,5,7,1757,1717,1959,1945,NW,625,N335NW,182,208,145,14,40,JFK,MSP,1028,5,32,0,,0,0,0,0,0,0
2006,6,8,4,2021,2027,2300,2312,DL,1446,N988DL,159,165,129,-12,-6,PBI,JFK,1028,16,14,0,,0,12,0,29,0,0
1998,10,16,5,751,756,1040,1036,CO,1888,N77204,169,160,149,4,-5,IAH,MSP,1034,7,13,0,,0,7,0,0,0,81
2000,6,3,6,715,710,953,959,NW,1805,N9332,158,169,138,-6,5,MSP,IAH,1034,5,15,0,,0,0,14,0,0,218
2002,5,9,4,1445,1445,1718,1735,WN,1103,N797,153,170,143,-17,0,ISP,TPA,1034,3,7,0,,0,0,0,0,0,0
2007,6,21,4,1944,1910,2227,2210,XE,2075,N21154,163,180,144,17,34,MSP,IAH,1034,5,14,0,,0,0,0,0,0,0
1991,3,17,7,1310,1310,1550,1558,DL,609,,160,168,0,-8,0,LGA,PBI,1035,0,0,0,,0,0,0,0,0,0
1997,8,23,6,1151,1150,1435,1427,DL,609,N989DL,164,157,146,8,1,LGA,PBI,1035,6,12,0,,0,0,0,0,0,0
1999,4,11,7,2131,1929,3,2231,TW,259,N9412W,152,182,132,92,122,LGA,PBI,1035,4,16,0,,0,0,0,0,0,0
2000,8,4,5,1601,1600,2200,1854,DL,181,N936DL,359,174,348,186,1,LGA,PBI,1035,6,5,0,,0,0,0,132,0,0
2003,1,22,3,1641,1645,1957,1948,DL,181,N123DN,196,183,153,9,-4,LGA,PBI,1035,6,37,0,,0,0,0,33,0,0
2007,6,26,2,1529,1455,1854,1754,B6,365,N580JB,205,179,138,60,34,LGA,PBI,1035,4,63,0,,0,0,0,0,0,0
2008,10,18,6,1151,1153,1333,1326,FL,842,N899AT,162,153,149,7,-2,SRQ,MDW,1035,4,9,0,,0,70,0,0,0,0
1988,6,16,4,837,830,1310,1300,HP,510,,153,150,0,10,7,PHX,OMA,1037,0,0,0,,0,0,0,0,0,0
